fecha,macrosector_id,macrosector,ise_var_anual,ipc_var_anual,tpm,var_empleo_anual,ipp_var_anual,trm,trm_var_anual,costo_var,trm_ajustado,ise_norm,emp_norm,costo_norm,tpm_norm,trm_norm,icds,estado,estado_nombre,vulnerabilidad
2015-01,M01,Agropecuario,2.9601,3.82,4.5,,,2397.2581,,3.82,,0.5357,,0.6786,0.7857,,0.7011,S2,Crecimiento,Moderada
2015-02,M01,Agropecuario,2.2221,4.36,4.5,,,2420.6725,,4.36,,0.4464,,0.6339,0.7857,,0.6683,S2,Crecimiento,Moderada
2015-03,M01,Agropecuario,3.7479,4.56,4.5,,,2585.3623,,4.56,,0.6071,,0.5804,0.7857,,0.6735,S2,Crecimiento,Moderada
2015-04,M01,Agropecuario,4.1047,4.64,4.5,,,2505.248,,4.64,,0.6339,,0.5625,0.7857,,0.6707,S2,Crecimiento,Moderada
2015-05,M01,Agropecuario,1.4892,4.41,4.5,,,2437.5352,,4.41,,0.3304,,0.625,0.7857,,0.6454,S2,Crecimiento,Moderada
2015-06,M01,Agropecuario,3.7214,4.42,4.5,,,2562.4777,,4.42,,0.5982,,0.6161,0.7857,,0.6864,S2,Crecimiento,Moderada
2015-07,M01,Agropecuario,5.7183,4.46,4.5,,,2732.0358,,4.46,,0.7411,,0.5982,0.7857,,0.7029,S2,Crecimiento,Moderada
2015-08,M01,Agropecuario,8.1115,4.74,4.5,,,3012.5874,,4.74,,0.8571,,0.5536,0.7857,,0.7043,S2,Crecimiento,Moderada
2015-09,M01,Agropecuario,7.1254,5.35,4.525,,,3066.408,,5.35,,0.8036,,0.5268,0.6964,,0.646,S2,Crecimiento,Moderada
2015-10,M01,Agropecuario,3.3517,5.89,4.75,,,2929.4723,,5.89,,0.5804,,0.4911,0.6786,,0.5869,S3,Estabilidad,Moderada
2015-11,M01,Agropecuario,4.8077,6.39,5.225,,,3001.3763,,6.39,,0.6786,,0.4821,0.6429,,0.5842,S3,Estabilidad,Moderada
2015-12,M01,Agropecuario,4.4097,6.77,5.5887,,,3244.2016,,6.77,,0.6429,,0.4643,0.6071,,0.5556,S3,Estabilidad,Moderada
2016-01,M01,Agropecuario,-1.907,7.45,5.75,-3.2278,18.0676,3270.1952,36.414,18.0676,29.131200000000003,0.1339,0.15,0.1786,0.5982,0.98,0.36,S4,Decrecimiento,Media
2016-02,M01,Agropecuario,1.7205,7.59,6.069,-1.8321,17.9049,3354.9569,38.5961,17.9049,30.87688,0.3661,0.25,0.1875,0.5625,0.99,0.3953,S4,Decrecimiento,Media
2016-03,M01,Agropecuario,3.0548,7.98,6.3306,-1.3783,14.7103,3128.789,21.0194,14.7103,16.815520000000003,0.5446,0.31,0.2411,0.5446,0.92,0.4348,S3,Estabilidad,Moderada
2016-04,M01,Agropecuario,-1.1714,7.93,6.5,5.7789,18.2099,2997.727,19.6579,18.2099,15.726320000000001,0.1875,0.83,0.1696,0.5357,0.89,0.4255,S3,Estabilidad,Moderada
2016-05,M01,Agropecuario,-1.3439,8.2,6.9919,0.3686,23.0505,2993.5084,22.8088,23.0505,18.247040000000002,0.1518,0.46,0.1429,0.5179,0.94,0.3604,S4,Decrecimiento,Media
2016-06,M01,Agropecuario,2.0009,8.6,7.3167,2.9224,24.5214,2992.8587,16.7955,24.5214,13.4364,0.4286,0.66,0.125,0.4911,0.87,0.4047,S3,Estabilidad,Moderada
2016-07,M01,Agropecuario,-11.5046,8.97,7.5,3.029,24.4392,2960.9997,8.3807,24.4392,6.70456,0.0,0.69,0.1339,0.4732,0.65,0.3352,S4,Decrecimiento,Media
2016-08,M01,Agropecuario,9.5996,8.1,7.75,6.3994,12.651,2952.7668,-1.9857,12.651,-1.5885600000000002,0.9286,0.87,0.3036,0.4375,0.34,0.5109,S3,Estabilidad,Moderada
2016-09,M01,Agropecuario,6.1549,7.27,7.75,-3.6934,8.8446,2924.2653,-4.6355,8.8446,-3.7084000000000006,0.7768,0.12,0.3929,0.4375,0.24,0.4171,S3,Estabilidad,Moderada
2016-10,M01,Agropecuario,5.0385,6.48,7.75,-2.367,5.8562,2929.3887,-0.0029,5.8562,-0.00232,0.7054,0.24,0.5,0.4375,0.43,0.4684,S3,Estabilidad,Moderada
2016-11,M01,Agropecuario,13.8781,5.96,7.75,-1.7686,4.5219,3110.2587,3.6277,4.5219,2.9021600000000003,0.9821,0.28,0.5893,0.4375,0.5,0.5442,S3,Estabilidad,Moderada
2016-12,M01,Agropecuario,7.5819,5.75,7.6452,-3.2151,1.0472,3009.8639,-7.2233,1.0472,-5.77864,0.8393,0.16,0.7857,0.4464,0.18,0.5597,S3,Estabilidad,Moderada
2017-01,M01,Agropecuario,10.1669,5.47,7.5,5.9211,-0.6868,2941.3994,-10.0543,-0.6868,-8.04344,0.9375,0.84,0.8839,0.4732,0.15,0.7011,S2,Crecimiento,Moderada
2017-02,M01,Agropecuario,8.7912,5.18,7.4821,0.186,-3.2165,2879.5668,-14.1698,-3.2165,-11.335840000000001,0.9018,0.45,0.9554,0.4821,0.08,0.6686,S2,Crecimiento,Moderada
2017-03,M01,Agropecuario,8.7556,4.69,7.2097,8.8086,-2.3024,2942.2861,-5.9609,-2.3024,-4.76872,0.8929,0.92,0.9286,0.5,0.21,0.7328,S2,Crecimiento,Moderada
2017-04,M01,Agropecuario,3.2602,4.66,7.0,2.5921,-3.6309,2877.8217,-3.9999,-3.6309,-3.19992,0.5714,0.64,0.9732,0.5089,0.25,0.6728,S2,Crecimiento,Moderada
2017-05,M01,Agropecuario,8.4563,4.37,6.5,11.2617,-6.2575,2923.6129,-2.3349,-6.2575,-1.8679200000000002,0.875,0.98,0.9821,0.5357,0.31,0.7737,S2,Crecimiento,Moderada
2017-06,M01,Agropecuario,13.0757,3.99,6.25,2.1393,-7.6784,2957.0983,-1.1949,-7.6784,-0.9559200000000001,0.9643,0.6,0.9911,0.5536,0.35,0.748,S2,Crecimiento,Moderada
2017-07,M01,Agropecuario,15.0266,3.4,5.7661,7.9785,-8.3229,3036.5839,2.5527,-8.3229,2.0421600000000004,0.9911,0.89,1.0,0.5893,0.49,0.8122,S1,Aceleración,Baja
2017-08,M01,Agropecuario,1.6353,3.87,5.5,2.2756,-1.1821,2973.2048,0.6922,-1.1821,0.55376,0.3571,0.61,0.8929,0.6161,0.46,0.6626,S2,Crecimiento,Moderada
2017-09,M01,Agropecuario,2.5543,3.97,5.25,9.9304,-1.3344,2917.085,-0.2455,-1.3344,-0.19640000000000002,0.5089,0.95,0.9107,0.625,0.41,0.7335,S2,Crecimiento,Moderada
2017-10,M01,Agropecuario,1.8507,4.05,5.2339,2.9856,-0.3431,2953.7558,0.8318,-0.3431,0.66544,0.3839,0.68,0.875,0.6339,0.47,0.6763,S2,Crecimiento,Moderada
2017-11,M01,Agropecuario,-1.8499,4.12,4.9667,8.2882,0.3249,3013.4667,-3.112,0.3249,-2.4896000000000003,0.1429,0.91,0.8304,0.6607,0.29,0.6585,S2,Crecimiento,Moderada
2017-12,M01,Agropecuario,-1.3412,4.09,4.75,3.8593,0.865,2991.7619,-0.6014,0.865,-0.48112000000000005,0.1607,0.74,0.8036,0.6786,0.38,0.6412,S2,Crecimiento,Moderada
2018-01,M01,Agropecuario,2.3609,3.68,4.7339,7.9665,-0.0084,2868.5723,-2.4759,-0.0084,-1.9807200000000003,0.4732,0.88,0.8482,0.6875,0.3,0.7152,S2,Crecimiento,Moderada
2018-02,M01,Agropecuario,1.1057,3.37,4.5,3.5732,0.9605,2860.2529,-0.6707,0.9605,-0.53656,0.3036,0.72,0.7946,0.7857,0.37,0.6923,S2,Crecimiento,Moderada
2018-03,M01,Agropecuario,3.5176,3.14,4.5,2.3164,1.2839,2847.9306,-3.2069,1.2839,-2.5655200000000002,0.5893,0.63,0.7768,0.7857,0.28,0.7087,S2,Crecimiento,Moderada
2018-04,M01,Agropecuario,6.6859,3.13,4.4917,0.1107,0.3471,2766.285,-3.8757,0.3471,-3.10056,0.7857,0.44,0.8214,0.7946,0.27,0.728,S2,Crecimiento,Moderada
2018-05,M01,Agropecuario,5.0539,3.16,4.25,-3.1609,0.1958,2861.8258,-2.1134,0.1958,-1.69072,0.7143,0.18,0.8393,0.9732,0.33,0.7567,S2,Crecimiento,Moderada
2018-06,M01,Agropecuario,-3.4705,3.2,4.25,-0.3096,0.3928,2889.689,-2.2796,0.3928,-1.82368,0.0536,0.39,0.8125,0.9732,0.32,0.6849,S2,Crecimiento,Moderada
2018-07,M01,Agropecuario,5.0222,3.12,4.25,-6.4775,-0.3419,2885.3219,-4.9813,-0.3419,-3.98504,0.6964,0.08,0.8661,0.9732,0.23,0.7447,S2,Crecimiento,Moderada
2018-08,M01,Agropecuario,-1.2215,3.1,4.25,3.3243,-0.0684,2958.6668,-0.489,-0.0684,-0.3912,0.1786,0.71,0.8571,0.9732,0.39,0.7617,S2,Crecimiento,Moderada
2018-09,M01,Agropecuario,-0.7665,3.23,4.25,-1.773,3.1469,3033.768,4.0,3.1469,3.2,0.1964,0.27,0.7232,0.9732,0.52,0.6702,S2,Crecimiento,Moderada
2018-10,M01,Agropecuario,2.509,3.33,4.25,1.1308,3.8385,3084.831,4.4376,3.8385,3.55008,0.5,0.51,0.6696,0.9732,0.53,0.7254,S2,Crecimiento,Moderada
2018-11,M01,Agropecuario,-0.1559,3.27,4.25,-1.8246,3.4515,3194.0343,5.992,3.4515,4.7936000000000005,0.2321,0.26,0.7054,0.9732,0.58,0.6712,S2,Crecimiento,Moderada
2018-12,M01,Agropecuario,-0.6017,3.18,4.25,4.3037,4.6107,3218.551,7.5805,4.6107,6.0644,0.2054,0.77,0.5714,0.9732,0.63,0.6923,S2,Crecimiento,Moderada
2019-01,M01,Agropecuario,1.38,3.15,4.25,-3.6238,5.7861,3165.1881,10.3402,5.7861,8.27216,0.3125,0.13,0.5089,0.9732,0.71,0.6077,S2,Crecimiento,Moderada
2019-02,M01,Agropecuario,0.871,3.01,4.25,-1.5819,4.3526,3115.8386,8.9358,4.3526,7.14864,0.2946,0.29,0.6429,0.9732,0.67,0.6679,S2,Crecimiento,Moderada
2019-03,M01,Agropecuario,-3.1295,3.21,4.25,-12.2858,4.9871,3128.6842,9.8582,4.9871,7.88656,0.0804,0.0,0.5446,0.9732,0.69,0.57,S3,Estabilidad,Moderada
2019-04,M01,Agropecuario,2.2121,3.25,4.25,-11.7487,7.7624,3155.765,14.0795,7.7624,11.2636,0.4375,0.01,0.4286,0.9732,0.82,0.5887,S3,Estabilidad,Moderada
2019-05,M01,Agropecuario,5.947,3.31,4.25,-4.553,9.7298,3304.4945,15.4681,9.7298,12.37448,0.7589,0.11,0.375,0.9732,0.85,0.6293,S2,Crecimiento,Moderada
2019-06,M01,Agropecuario,0.5941,3.43,4.25,1.8537,11.4145,3260.517,12.8328,11.4145,10.266240000000002,0.2768,0.56,0.3482,0.9732,0.79,0.6101,S2,Crecimiento,Moderada
2019-07,M01,Agropecuario,3.7962,3.79,4.25,-3.209,12.7638,3206.6003,11.1349,12.7638,8.90792,0.6161,0.17,0.2946,0.9732,0.75,0.5859,S3,Estabilidad,Moderada
2019-08,M01,Agropecuario,4.8963,3.75,4.25,-7.7602,12.9029,3410.729,15.2793,12.9029,12.22344,0.6875,0.03,0.2857,0.9732,0.84,0.5794,S3,Estabilidad,Moderada
2019-09,M01,Agropecuario,2.688,3.82,4.25,-5.7751,12.9686,3399.457,12.054,12.9686,9.6432,0.5268,0.1,0.2768,0.9732,0.78,0.5605,S3,Estabilidad,Moderada
2019-10,M01,Agropecuario,4.6951,3.86,4.25,-0.3593,12.3166,3433.3116,11.2966,12.3166,9.03728,0.6607,0.38,0.3214,0.9732,0.76,0.6285,S2,Crecimiento,Moderada
2019-11,M01,Agropecuario,3.0876,3.84,4.25,-6.7212,9.2512,3401.473,6.4946,9.2512,5.19568,0.5536,0.05,0.3839,0.9732,0.6,0.5831,S3,Estabilidad,Moderada
2019-12,M01,Agropecuario,5.7124,3.8,4.25,-2.8697,6.4529,3378.0506,4.9556,6.4529,3.96448,0.7321,0.22,0.4732,0.9732,0.55,0.656,S2,Crecimiento,Moderada
2020-01,M01,Agropecuario,6.293,3.62,4.25,-5.8505,4.3773,3311.1894,4.6127,4.3773,3.6901600000000006,0.7857,0.1,0.625,0.9732,0.55,0.6976,S2,Crecimiento,Moderada
2020-02,M01,Agropecuario,7.8199,3.72,4.25,-8.1553,7.3013,3411.0528,9.4746,7.3013,7.579680000000001,0.8571,0.03,0.4464,0.9732,0.69,0.6471,S2,Crecimiento,Moderada
2020-03,M01,Agropecuario,2.3915,3.86,4.2177,-2.7003,12.2964,3877.0484,23.9195,12.2964,19.1356,0.4911,0.23,0.3214,0.9732,0.95,0.5963,S3,Estabilidad,Moderada
2020-04,M01,Agropecuario,1.9007,3.51,3.75,-7.2254,12.3865,3977.3933,26.0358,12.3865,20.82864,0.4018,0.04,0.3125,0.9911,0.97,0.564,S3,Estabilidad,Moderada
2020-05,M01,Agropecuario,-5.5884,2.85,3.2984,-12.4917,10.292,3858.1916,16.7559,10.292,13.404720000000001,0.0268,0.0,0.3571,0.9911,0.87,0.5172,S3,Estabilidad,Moderada
2020-06,M01,Agropecuario,0.986,2.19,2.75,-14.036463359208987,5.5271,3701.6043,13.5281,5.5271,10.82248,0.3036,0.0,0.5179,1.0,0.81,0.6075,S2,Crecimiento,Moderada
2020-07,M01,Agropecuario,0.6841,1.97,2.5,-5.2555,4.7087,3657.8668,14.0731,4.7087,11.25848,0.2857,0.11,0.5536,1.0,0.82,0.6316,S2,Crecimiento,Moderada
2020-08,M01,Agropecuario,-2.539,1.88,2.2661,0.9177,4.847,3783.0258,10.9155,4.847,8.7324,0.1339,0.51,0.5446,1.0,0.74,0.6555,S2,Crecimiento,Moderada
2020-09,M01,Agropecuario,4.9835,1.97,1.975,-0.6375,4.9624,3750.2153,10.3181,4.9624,8.25448,0.6964,0.37,0.5446,1.0,0.71,0.7121,S2,Crecimiento,Moderada
2020-10,M01,Agropecuario,-0.9147,1.75,1.75,-7.1723,4.8631,3833.7884,11.6644,4.8631,9.331520000000001,0.1964,0.04,0.5446,1.0,0.78,0.6053,S2,Crecimiento,Moderada
2020-11,M01,Agropecuario,0.526,1.49,1.75,-4.2572,7.48,3685.6267,8.3538,7.48,6.68304,0.2679,0.12,0.4375,1.0,0.65,0.5832,S3,Estabilidad,Moderada
2020-12,M01,Agropecuario,7.5918,1.61,1.75,-5.3631,9.2871,3466.1271,2.6073,9.2871,2.08584,0.8482,0.11,0.375,1.0,0.5,0.632,S2,Crecimiento,Moderada
2021-01,M01,Agropecuario,-0.843,1.6,1.75,-1.6723,12.6346,3491.3216,5.4401,12.6346,4.35208,0.1964,0.29,0.3036,1.0,0.58,0.5477,S3,Estabilidad,Moderada
2021-02,M01,Agropecuario,-1.9783,1.56,1.75,-9.1987,13.0677,3554.5043,4.2055,13.0677,3.3644,0.1339,0.03,0.2679,1.0,0.53,0.4912,S3,Estabilidad,Moderada
2021-03,M01,Agropecuario,14.5538,1.51,1.75,3.7475,10.4902,3612.7684,-6.8165,10.4902,-5.4532,0.9911,0.73,0.3571,1.0,0.2,0.7096,S2,Crecimiento,Moderada
2021-04,M01,Agropecuario,12.5786,1.95,1.75,6.55,11.6135,3650.776,-8.2118,11.6135,-6.56944,0.9643,0.88,0.3304,1.0,0.18,0.7156,S2,Crecimiento,Moderada
2021-05,M01,Agropecuario,-1.9622,3.3,1.75,15.884165359208986,20.0885,3735.6661,-3.1757,20.0885,-2.54056,0.1339,1.0,0.1518,1.0,0.29,0.5657,S3,Estabilidad,Moderada
2021-06,M01,Agropecuario,9.1715,3.63,1.75,-4.0942,19.8437,3685.0427,-0.4474,19.8437,-0.35792,0.9196,0.12,0.1518,1.0,0.4,0.5643,S3,Estabilidad,Moderada
2021-07,M01,Agropecuario,3.933,3.97,1.75,6.8894,21.7436,3829.4181,4.6899,21.7436,3.75192,0.625,0.88,0.1429,1.0,0.55,0.6279,S2,Crecimiento,Moderada
2021-08,M01,Agropecuario,2.4586,4.44,1.75,-12.0742,22.6669,3881.1835,2.5947,22.6669,2.0757600000000003,0.5,0.01,0.1429,1.0,0.5,0.4956,S3,Estabilidad,Moderada
2021-09,M01,Agropecuario,3.8978,4.51,1.75,-8.0836,21.5268,3821.5377,1.9018,21.5268,1.5214400000000001,0.625,0.03,0.1429,1.0,0.49,0.5146,S3,Estabilidad,Moderada
2021-10,M01,Agropecuario,5.3483,4.58,2.0,-5.1104,22.7586,3773.3842,-1.5756,22.7586,-1.26048,0.7321,0.11,0.1429,1.0,0.35,0.532,S3,Estabilidad,Moderada
2021-11,M01,Agropecuario,6.7471,5.26,2.4833,-3.6677,26.3926,3902.901,5.8952,26.3926,4.71616,0.8036,0.13,0.1071,1.0,0.58,0.5449,S3,Estabilidad,Moderada
2021-12,M01,Agropecuario,-0.4446,5.62,2.6935,-6.9565,33.6566,3963.1335,14.339,33.6566,11.471200000000001,0.2232,0.05,0.0893,1.0,0.83,0.4634,S3,Estabilidad,Moderada
2022-01,M01,Agropecuario,-0.2709,6.94,3.0323,-3.0775,42.5839,3999.6161,14.5588,42.5839,11.64704,0.2232,0.19,0.0357,1.0,0.83,0.464,S3,Estabilidad,Moderada
2022-02,M01,Agropecuario,2.2361,8.01,4.0,4.5111,49.7407,3935.8357,10.7281,49.7407,8.58248,0.4554,0.79,0.0089,0.9911,0.73,0.5558,S3,Estabilidad,Moderada
2022-03,M01,Agropecuario,-5.6248,8.53,4.0,2.9391,45.4673,3807.171,5.381,45.4673,4.3048,0.0179,0.67,0.0179,0.9911,0.57,0.4753,S3,Estabilidad,Moderada
2022-04,M01,Agropecuario,-2.9144,9.23,5.0,5.9248,44.7038,3792.982,3.8952,44.7038,3.1161600000000003,0.0982,0.85,0.0268,0.6518,0.51,0.3895,S4,Decrecimiento,Media
2022-05,M01,Agropecuario,11.357,9.07,5.9677,10.6469,32.1113,4019.0794,7.5867,32.1113,6.0693600000000005,0.9554,0.97,0.1071,0.5804,0.64,0.5296,S3,Estabilidad,Moderada
2022-06,M01,Agropecuario,-1.3341,9.67,6.0,5.3551,37.8667,3930.7667,6.6681,37.8667,5.33448,0.1696,0.8,0.0625,0.5714,0.61,0.3815,S4,Decrecimiento,Media
2022-07,M01,Agropecuario,-2.7669,10.21,7.5,-0.8929,37.3732,4367.8058,14.0593,37.3732,11.247440000000001,0.1071,0.35,0.0804,0.4732,0.81,0.2968,S4,Decrecimiento,Media
2022-08,M01,Agropecuario,4.0585,10.84,9.0,-0.8855,37.7753,4322.4694,11.3699,37.7753,9.09592,0.625,0.36,0.0714,0.4018,0.77,0.3381,S4,Decrecimiento,Media
2022-09,M01,Agropecuario,-3.1439,11.44,9.0333,9.1878,39.4576,4433.651,16.0175,39.4576,12.814,0.0625,0.93,0.0536,0.3929,0.86,0.3314,S4,Decrecimiento,Media
2022-10,M01,Agropecuario,-4.5425,12.22,10.0323,3.9865,39.7214,4711.8303,24.8701,39.7214,19.89608,0.0268,0.75,0.0446,0.25,0.95,0.2548,S4,Decrecimiento,Media
2022-11,M01,Agropecuario,-2.7298,12.53,11.0,2.1111,36.9727,4926.6607,26.2307,36.9727,20.984560000000002,0.1161,0.59,0.0893,0.1964,0.97,0.243,S4,Decrecimiento,Media
2022-12,M01,Agropecuario,-3.1098,13.12,11.4194,-2.8993,33.4604,4788.4906,20.8259,33.4604,16.66072,0.0893,0.21,0.0982,0.1696,0.91,0.1804,S5,Contracción,Alta
2023-01,M01,Agropecuario,1.9129,13.25,12.0484,-0.2047,25.3853,4715.2039,17.8914,25.3853,14.313120000000001,0.4018,0.41,0.1161,0.1429,0.88,0.2436,S4,Decrecimiento,Media
2023-02,M01,Agropecuario,-0.004,13.28,12.75,4.3084,20.4903,4803.1125,22.0354,20.4903,17.62832,0.2411,0.78,0.1518,0.1161,0.93,0.2746,S4,Decrecimiento,Media
2023-03,M01,Agropecuario,1.4675,13.34,12.7581,5.5126,18.7395,4766.3058,25.1928,18.7395,20.15424,0.3214,0.81,0.1607,0.0982,0.96,0.2876,S4,Decrecimiento,Media
2023-04,M01,Agropecuario,-6.0412,12.82,13.0,5.9778,11.323,4542.6743,19.7652,11.323,15.81216,0.0089,0.86,0.3571,0.0893,0.9,0.3098,S4,Decrecimiento,Media
2023-05,M01,Agropecuario,0.047,12.36,13.2419,-2.631,9.7942,4540.089,12.9634,9.7942,10.37072,0.25,0.23,0.3661,0.0625,0.8,0.2491,S4,Decrecimiento,Media
2023-06,M01,Agropecuario,1.8066,12.13,13.25,-0.25,5.5782,4209.268,7.0852,5.5782,5.66816,0.375,0.4,0.5179,0.0536,0.62,0.325,S4,Decrecimiento,Media
2023-07,M01,Agropecuario,1.5995,11.78,13.25,1.8411,2.7801,4069.2335,-6.8358,2.7801,-5.468640000000001,0.3393,0.55,0.7589,0.0536,0.19,0.3956,S4,Decrecimiento,Media
2023-08,M01,Agropecuario,0.4761,11.43,13.25,5.6812,4.4536,4070.7252,-5.8241,4.4536,-4.65928,0.2589,0.82,0.6071,0.0536,0.22,0.3714,S4,Decrecimiento,Media
2023-09,M01,Agropecuario,2.2899,10.99,13.25,-3.0207,5.0397,4004.5207,-9.6789,5.0397,-7.743120000000001,0.4643,0.2,0.5357,0.0536,0.16,0.2923,S4,Decrecimiento,Media
2023-10,M01,Agropecuario,4.7026,10.48,13.25,0.0998,4.1685,4222.4332,-10.3866,4.1685,-8.30928,0.6696,0.43,0.6518,0.0536,0.13,0.3864,S4,Decrecimiento,Media
2023-11,M01,Agropecuario,7.5604,10.15,13.25,2.8367,2.1396,4038.8047,-18.0215,2.1396,-14.417200000000001,0.8304,0.65,0.7679,0.0536,0.02,0.4689,S3,Estabilidad,Moderada
2023-12,M01,Agropecuario,4.4846,9.28,13.1532,1.4694,-1.2047,3948.2068,-17.548,-1.2047,-14.0384,0.6518,0.53,0.9018,0.0714,0.03,0.4799,S3,Estabilidad,Moderada
2024-01,M01,Agropecuario,8.9868,8.35,13.0,8.2596,-3.031,3915.1987,-16.9665,-3.031,-13.5732,0.9107,0.9,0.9464,0.0893,0.04,0.5845,S3,Estabilidad,Moderada
2024-02,M01,Agropecuario,9.3653,7.74,12.75,-1.0444,-3.4129,3931.4386,-18.1481,-3.4129,-14.51848,0.9196,0.34,0.9643,0.1161,0.01,0.5269,S3,Estabilidad,Moderada
2024-03,M01,Agropecuario,-3.5687,7.36,12.6532,-5.8972,-2.4351,3899.3413,-18.1894,-2.4351,-14.55152,0.0446,0.09,0.9375,0.125,0.0,0.3696,S4,Decrecimiento,Media
2024-04,M01,Agropecuario,8.3328,7.16,12.25,-3.3323,3.34,3867.9753,-14.8525,3.34,-11.882,0.8661,0.14,0.7143,0.1339,0.06,0.4206,S3,Estabilidad,Moderada
2024-05,M01,Agropecuario,7.1695,7.16,11.7661,-0.6091,7.683,3869.1006,-14.7792,7.683,-11.823360000000001,0.8125,0.37,0.4375,0.1518,0.07,0.3591,S4,Decrecimiento,Media
2024-06,M01,Agropecuario,1.629,7.18,11.75,0.5042,12.4041,4042.797,-3.9549,12.4041,-3.16392,0.3482,0.47,0.3125,0.1607,0.26,0.2814,S4,Decrecimiento,Media
2024-07,M01,Agropecuario,13.8119,6.86,11.2661,0.8902,14.75,4036.9219,-0.794,14.75,-0.6352000000000001,0.9732,0.5,0.2321,0.1786,0.36,0.3554,S4,Decrecimiento,Media
2024-08,M01,Agropecuario,6.6892,6.12,10.75,2.3109,7.2834,4065.5465,-0.1272,7.2834,-0.10176000000000002,0.7946,0.62,0.4554,0.2143,0.42,0.4358,S3,Estabilidad,Moderada
2024-09,M01,Agropecuario,5.0755,5.81,10.75,3.0892,7.832,4182.5123,4.4448,7.832,3.55584,0.7232,0.7,0.4196,0.2143,0.54,0.4312,S3,Estabilidad,Moderada
2024-10,M01,Agropecuario,8.581,5.41,10.25,-1.5716,8.5352,4249.47,0.6403,8.5352,0.51224,0.8839,0.3,0.4018,0.2321,0.45,0.3968,S4,Decrecimiento,Media
2024-11,M01,Agropecuario,0.8401,5.2,9.75,-1.2177,13.5965,4408.6523,9.1574,13.5965,7.325920000000001,0.2857,0.33,0.2589,0.2589,0.68,0.2944,S4,Decrecimiento,Media
2024-12,M01,Agropecuario,7.3483,5.2,9.6774,1.1767,16.5723,4385.1487,11.0668,16.5723,8.85344,0.8214,0.52,0.1964,0.2679,0.74,0.3776,S4,Decrecimiento,Media
2025-01,M01,Agropecuario,2.3688,5.22,9.5,0.5125,16.0003,4307.5674,10.0217,16.0003,8.01736,0.4821,0.48,0.2054,0.3036,0.7,0.3398,S4,Decrecimiento,Media
2025-02,M01,Agropecuario,0.5503,5.28,9.5,4.0455,15.8551,4127.9539,4.9986,15.8551,3.9988799999999998,0.2679,0.76,0.2143,0.3036,0.56,0.3424,S4,Decrecimiento,Media
2025-03,M01,Agropecuario,10.3021,5.09,9.5,11.5258,15.344,4137.6845,6.1124,15.344,4.88992,0.9464,0.99,0.2232,0.3036,0.59,0.4688,S3,Estabilidad,Moderada
2025-04,M01,Agropecuario,7.6561,5.16,9.5,0.77,11.4923,4280.258,10.6589,11.4923,8.52712,0.8482,0.49,0.3393,0.3036,0.72,0.4358,S3,Estabilidad,Moderada
2025-05,M01,Agropecuario,2.5976,5.05,9.2581,1.9153,7.9733,4203.3771,8.6396,7.9733,6.9116800000000005,0.5179,0.58,0.4107,0.3125,0.66,0.426,S3,Estabilidad,Moderada
2025-06,M01,Agropecuario,5.991,4.82,9.25,1.4798,3.7301,4113.485,1.7485,3.7301,1.3988,0.7679,0.54,0.6875,0.3839,0.48,0.5611,S3,Estabilidad,Moderada
2025-07,M01,Agropecuario,1.8679,4.9,9.25,1.8789,7.3515,4040.8484,0.0973,7.3515,0.07784,0.3929,0.57,0.4464,0.3839,0.44,0.4328,S3,Estabilidad,Moderada
2025-08,M01,Agropecuario,2.4518,5.1,9.25,-6.9874,13.1508,4047.4116,-0.4461,13.1508,-0.35688000000000003,0.4911,0.04,0.2679,0.3839,0.4,0.3167,S4,Decrecimiento,Media
2025-09,M01,Agropecuario,5.8641,5.18,9.25,3.7535,14.5152,3922.212,-6.2235,14.5152,-4.9788,0.75,0.73,0.25,0.3839,0.2,0.4245,S3,Estabilidad,Moderada
2025-10,M01,Agropecuario,3.2578,5.51,9.25,10.3742,11.972,3877.8448,-8.7452,11.972,-6.996160000000001,0.5625,0.96,0.3304,0.3839,0.17,0.4536,S3,Estabilidad,Moderada
2025-11,M01,Agropecuario,-0.5746,5.3,9.25,9.4954,2.9303,3786.1833,-14.1193,2.9303,-11.295440000000001,0.2143,0.94,0.7411,0.3839,0.09,0.5343,S3,Estabilidad,Moderada
2025-12,M01,Agropecuario,-3.9012,5.1,9.25,-1.3448,-1.6879,3791.4719,-13.5384,-1.6879,-10.83072,0.0357,0.32,0.9196,0.3839,0.11,0.4895,S3,Estabilidad,Moderada
2026-01,M01,Agropecuario,-3.1317,5.35,9.25,0.0274,2.9037,3702.999,-14.035,2.9037,-11.228000000000002,0.0714,0.42,0.75,0.3839,0.1,0.4511,S3,Estabilidad,Moderada
2026-02,M01,Agropecuario,-2.5461,5.29,10.2143,-10.7995,3.017,3675.6414,-10.9573,3.017,-8.76584,0.125,0.02,0.7321,0.2411,0.12,0.3514,S4,Decrecimiento,Media
2026-03,M01,Agropecuario,1.9976,5.56,10.25,-6.5681,4.0544,3717.5574,-10.1537,4.0544,-8.12296,0.4107,0.06,0.6607,0.2321,0.14,0.3698,S4,Decrecimiento,Media
2026-04,M01,Agropecuario,1.9976,5.09,11.25,-6.5681,3.4875,3617.5187,-15.4836,3.4875,-12.38688,0.4107,0.06,0.6964,0.1875,0.05,0.3609,S4,Decrecimiento,Media
